Name,Chromosome,Region,Identifier,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - Total counts,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - RPKM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - TPM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - Total counts,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - RPKM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - TPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - Total counts,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - RPKM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - TPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - Total counts,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - RPKM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - TPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - Total counts,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - RPKM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - TPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - Total counts,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - RPKM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - TPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - Total counts,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - RPKM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - TPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - Total counts,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - RPKM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - TPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - Total counts,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - RPKM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - TPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - Total counts,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - RPKM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - TPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - Total counts,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - RPKM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - TPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - CPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - Total counts,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - RPKM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - TPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - CPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - Total counts,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - RPKM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - TPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - CPM
PA14_60180,PA14 ref,complement(5359568..5359640),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384208,2,84.06310971,96.92432311,8.951099697,1,40.35453721,46.06794769,4.308541161,0,0,0,0,0,0,0,0,1,34.05594718,37.84801379,3.644494895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87.09985781,102.7826662,13.29037229,0,0,0,0
clpB,PA14 ref,complement(5359875..5362439),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384539,147,175.8442944,202.7475461,657.9058277,101,115.9976619,132.4206543,435.1626572,136,129.2383202,143.4627342,471.9316092,133,129.7632858,142.62074,485.3986375,128,124.0618988,137.8759613,466.4953465,188,159.7515856,172.9629527,631.3167094,391,323.9989525,351.8941039,1130.219899,277,226.3963747,248.6233955,863.0617609,267,218.7409478,239.3456142,837.1407494,297,249.1473216,272.2950964,938.0737796,235,190.3666203,212.2321719,801.4241394,187,154.5159401,182.3373848,828.4332059,222,183.717945,209.6191127,859.2050614
PA14_60200,PA14 ref,complement(5362595..5363323),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384540,11,46.29813244,53.38150306,49.23104833,5,20.20494661,23.06557052,21.5427058,7,23.40508795,25.98113242,24.29059753,5,17.1644558,18.86517725,18.24806908,3,10.23079895,11.36997945,10.93348468,14,41.85768496,45.31929218,47.01294645,13,37.90269076,41.16597692,37.5776437,11,31.63313432,34.73879506,34.27321072,13,37.47330704,41.00316737,40.75966195,14,41.32260104,45.1618005,44.21896604,11,31.35273731,34.95391957,37.51347036,3,8.721933635,10.29236575,13.29037229,2,5.823558483,6.644583154,7.740586139
rluD,PA14 ref,complement(5363320..5364282),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384541,20,63.72385263,73.47326674,89.51099696,17,52.00413362,59.36689832,73.24519973,20,50.62248662,56.19417159,69.40170724,14,36.38222967,39.98712337,51.09459342,23,59.37687987,65.98838541,83.82338257,37,83.7433123,90.66883757,124.2485013,39,86.07807341,93.48908777,112.7329311,28,60.95492663,66.93932642,87.24090002,38,82.92080451,90.73166727,119.1436272,43,96.07918519,105.0057084,135.8153957,35,75.51827551,84.19232113,119.361042,15,33.01292638,38.95708532,66.45186143,29,63.92307886,72.93516742,112.238499
comL,PA14 ref,5364428..5365453,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384542,39,116.6314198,134.4754132,174.5464441,29,83.26564841,95.05443007,124.9476937,45,106.9066987,118.6732176,156.1538413,34,82.93142326,91.14859324,124.0868697,43,104.1926103,115.7942644,156.7132805,56,118.9639467,128.8021988,188.0517858,65,134.6542961,146.2475496,187.8882185,75,153.2466435,168.2920096,233.6809822,62,126.9844453,138.9459558,194.3922339,71,148.9011771,162.7352849,224.2533278,60,121.5106087,135.4673438,204.6189292,60,123.9432674,146.2599344,265.8074457,61,126.2026424,143.9951112,236.0878772
PA14_60240,PA14 ref,5365571..5365855,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384543,1,10.76597721,12.41311507,4.475549848,3,31.00927596,35.39958085,12.92562348,5,42.76267949,47.46928705,17.35042681,2,17.56194846,19.30205504,7.299227631,3,26.16930678,29.08321059,10.93348468,1,7.64768229,8.280141354,3.358067603,4,29.8311056,32.39945714,11.56235191,4,29.42335556,32.31206584,12.46298572,8,58.98632299,64.54263754,25.08286889,0,0,0,0,4,29.16254609,32.5121625,13.64126195,7,52.05617233,61.42917243,31.01086867,5,37.24012398,42.49036069,19.35146535
pilS,PA14 ref,5365845..5367437,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384544,6,11.5566987,13.32481278,26.85329909,2,3.6985326,4.22217223,8.617082322,5,7.650573543,8.492621977,17.35042681,10,15.7098409,17.26643342,36.49613816,8,12.48504278,13.87522916,29.15595916,15,20.52344117,22.22071832,50.37101405,17,22.68231429,24.63518045,49.13999561,16,21.05626198,23.12351228,49.85194287,13,17.14880153,18.76416134,40.75966195,18,24.31329795,26.57219739,56.85295634,20,26.08702334,29.08338454,68.20630974,8,10.64371562,12.56017515,35.44099277,13,17.32261888,19.76481938,50.3138099
pilR,PA14 ref,5367452..5368789,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384545,8,18.34561139,21.15239339,35.80439879,14,30.82386923,35.18792417,60.31957625,17,30.96938447,34.37798143,58.99145115,11,20.57425576,22.61283354,40.14575197,17,31.58701827,35.10417422,61.95641321,25,40.72476556,44.09268098,83.95169009,29,46.06765467,50.03391503,83.82705133,22,34.47018673,37.85438206,68.54642144,27,42.40468567,46.39906539,84.65468252,30,48.24499705,52.72734236,94.75492723,30,46.58814818,51.93927306,102.3094646,12,19.00833967,22.43089576,53.16148915,24,38.07510434,43.44305936,92.88703367
PA14_60270,PA14 ref,complement(5368835..5369929),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384546,25,70.05259142,80.77026926,111.8887462,23,61.87695705,70.63751979,99.0964467,17,37.8420424,42.00706772,58.99145115,24,54.8510171,60.28587053,87.59073158,29,65.84149788,73.17282666,105.6903519,22,43.79083832,47.41231625,73.87748728,40,77.64260362,84.3273542,115.6235191,38,72.75226957,79.89490251,118.3983643,21,40.30058711,44.09676777,65.84253085,20,39.30094737,42.95231907,63.16995149,27,51.23419912,57.11897043,92.07851815,17,32.90439073,38.82900723,75.31210963,26,50.40170205,57.50750187,100.6276198
fimU,PA14 ref,5370692..5371180,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385724,8,50.19719434,57.87710092,35.80439879,4,24.09718786,27.50887674,17.23416464,7,34.89224768,38.73260845,24.29059753,7,35.82422001,39.37382393,25.54729671,6,30.50409993,33.90067493,21.86696937,13,57.94409588,62.73604032,43.65487884,11,47.81212478,51.92857778,31.79646775,13,55.73288975,61.20460323,40.50470358,14,60.16243066,65.82953062,43.89502057,6,26.40155667,28.85447201,18.95098545,25,106.2285996,118.4300398,85.25788717,19,82.35003598,97.17761283,84.17235782,23,99.840087,113.915875,89.0167406
pilW,PA14 ref,5371711..5372538,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385725,37,137.1101807,158.0873169,165.5953444,40,142.3131022,162.4618445,172.3416464,39,114.8084982,127.4447163,135.3333291,46,139.0320919,152.8079357,167.8822355,38,114.0956491,126.7999882,138.490806,45,118.4559485,128.2521894,151.1130422,52,133.4833892,144.9758318,150.3105748,39,98.74414162,108.4385905,121.5141107,47,119.2816722,130.5176072,147.3618548,48,124.7377895,136.3269257,151.6078836,112,281.059321,313.341856,381.9553345,63,161.2609686,190.2968928,279.097818,89,228.1632234,260.3304345,344.4560832
pilX,PA14 ref,5372541..5373140,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385726,24,122.7321402,141.5095117,107.4131964,15,73.6470304,84.07400453,64.62811741,26,105.6238183,117.249139,90.22221941,21,87.59021792,96.26899951,76.64189013,28,116.0172601,128.935567,102.045857,45,163.4692089,176.9880214,151.1130422,35,123.9855327,134.6602437,101.1705792,36,125.784845,138.1340815,112.1668715,36,126.0832654,137.9598878,112.87291,41,147.0346693,160.6953637,129.4984005,55,190.4678792,212.3450614,187.5673518,35,123.6334093,145.8942845,155.0543433,46,162.7393418,185.6828762,178.0334812
pilY1,PA14 ref,5373154..5376630,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385727,193,170.3142296,196.3714105,863.7811207,178,150.8101399,172.161896,766.9203266,185,129.6900935,143.9642312,641.965792,261,187.8552683,206.4687035,952.5492059,234,167.3119614,185.9418382,852.8118053,249,156.0879418,168.9963276,836.1588333,252,154.0458732,167.3086721,728.4281702,255,153.7490916,168.8437866,794.5153394,237,143.235231,156.7275113,743.079991,241,149.1418393,162.9983066,761.1979154,595,355.5679288,396.4085387,2029.137715,552,336.4754933,397.0597562,2445.428501,532,324.7827206,370.5716703,2058.995913
pilE,PA14 ref,5376956..5377381,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385728,36,259.2932539,298.9637572,161.1197945,35,242.0324943,276.2995454,150.7989406,34,194.5400771,215.951827,117.9829023,41,240.8584128,264.723607,149.6341664,28,163.4045916,181.5993901,102.045857,40,204.6562866,221.5812475,134.3227041,24,119.7445788,130.0541589,69.37411145,47,231.2945116,254.0024189,146.4400822,34,167.7163937,183.5147177,106.6021928,32,161.6320652,176.6489742,101.0719224,87,424.3458511,473.0863083,296.6974474,95,472.6428121,557.7447497,420.8617891,84,418.5580132,477.5677159,325.1046178
ispH,PA14 ref,complement(5377450..5378394),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385729,49,159.0972187,183.438256,219.3019426,38,118.4587156,135.2301449,163.7245641,48,123.8081387,137.4348882,166.5640974,31,82.09514,90.22944776,113.1380283,36,94.70796739,105.2535241,131.2018162,80,184.5155092,199.774839,268.6454083,70,157.4419462,170.9971349,202.3411584,66,146.4162217,160.7909943,205.6392643,50,111.1845374,121.6577493,156.7679306,77,175.325893,191.6150678,243.2043132,75,164.9072547,183.848538,255.7736615,45,100.9252321,119.0973751,199.3555843,39,87.60295832,99.95351515,150.9414297
PA14_60350,PA14 ref,complement(5378480..5378920),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385730,12,83.49125182,96.26497398,53.70659818,8,53.44002206,61.00608038,34.46832929,13,71.85293764,79.76131906,45.11110971,12,68.09735116,74.84470321,43.79536579,13,73.28592715,81.44617933,47.37843363,29,143.3290116,155.182241,97.3839605,30,144.5895425,157.0381851,86.71763931,29,137.8594295,151.394118,90.35664645,33,157.2467029,172.0588169,103.4668342,39,190.2887707,207.9681163,123.1814054,16,75.38617357,84.04504593,54.56504779,9,43.25367089,51.04173219,39.87111686,11,52.94684294,60.4114652,42.57322376
lspA,PA14 ref,complement(5378913..5379422),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385731,15,90.24422072,104.0511116,67.13324772,13,75.09108982,85.72251442,56.01103509,18,86.02844932,95.4970363,62.46153652,12,58.88418012,64.71865513,43.79536579,6,29.24804875,32.50476478,21.86696937,26,111.116325,120.3055832,87.30975769,26,108.3571042,117.6862634,75.1552874,32,131.5397072,144.4539414,99.70388573,25,103.0092037,112.7123266,78.3839653,33,139.2293856,152.1649068,104.23042,15,61.1126885,68.13210525,51.1547323,8,33.2459588,39.23207651,35.44099277,6,24.97278902,28.49353599,23.22175842
ileS,PA14 ref,complement(5379415..5382246),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385732,90,97.50964526,112.4281078,402.7994863,75,78.01592204,89.06144548,323.1405871,103,88.65102093,98.40825716,357.4187923,56,49.48599883,54.38926526,204.3783737,83,72.86192936,80.97497018,302.4930762,174,133.9154537,144.9901871,584.303763,213,159.8602812,173.6236799,615.6952391,163,120.6622513,132.5085645,507.866668,157,116.4964258,127.4699999,492.2513021,224,170.1930856,186.0053817,707.5034567,125,91.71219142,102.2462738,426.2894359,52,38.91608525,45.92314041,230.366453,66,49.46940199,56.44376304,255.4393426
ribF,PA14 ref,complement(5382270..5383208),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385733,21,68.62020617,79.1187366,93.98654681,10,31.37253691,35.81427243,43.08541161,28,72.68289293,80.68262208,97.16239014,16,42.64243076,46.86760968,58.39382105,10,26.47586948,29.42390848,36.44494894,31,71.95662729,77.90740028,104.1000957,37,83.75106725,90.9617347,106.9517551,36,80.37370289,88.26458879,112.1668715,32,71.61278829,78.3584737,100.3314756,32,73.32828519,80.14106817,101.0719224,18,39.83063404,44.40558936,61.38567877,9,20.31402435,23.97167614,39.87111686,13,29.38757388,33.53073192,50.3138099
PA14_60390,PA14 ref,complement(5383305..5384843),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385734,9,17.94329535,20.68852511,40.27994863,20,38.28305674,43.70318624,86.17082322,18,28.50845299,31.64619137,62.46153652,15,24.39159508,26.80840978,54.74420723,11,17.76928238,19.74785905,40.08944384,18,25.4922743,27.60047118,60.44521686,12,16.57283645,17.99969841,34.68705572,18,24.51946297,26.92672153,56.08343573,15,20.48136215,22.41063804,47.03037918,27,37.74959418,41.25683279,85.27943451,19,25.65223962,28.59866146,64.79599425,15,20.65721124,24.37665573,66.45186143,25,34.48159628,39.34292657,96.75732674
rpsT,PA14 ref,5385127..5385402,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385735,190,2112.23792,2435.399206,850.3544712,122,1302.164885,1486.525877,525.6420216,146,1289.387749,1431.302199,506.6324629,189,1713.721655,1883.523903,689.7770112,191,1720.442288,1912.010349,696.0985248,292,2305.942464,2496.642621,980.5557402,286,2202.475922,2392.101224,826.7081614,319,2423.029321,2660.916183,993.9231109,365,2779.009171,3040.78255,1144.405893,360,2806.600263,3067.355829,1137.059127,165,1242.181821,1384.859096,562.7020553,193,1482.065093,1748.919063,855.0139505,336,2584.140777,2948.461551,1300.418471
PA14_60410,PA14 ref,complement(5385469..5385933),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385736,16,105.5760346,121.7286123,71.60879757,20,126.7045684,144.6434487,86.17082322,23,120.5631673,133.8327641,79.81196333,22,118.4015235,130.1332098,80.29150394,20,106.9283503,118.8346239,72.88989789,26,121.8695178,131.948059,87.30975769,38,173.6940181,188.648452,109.8423431,26,117.218852,128.727101,81.00940716,30,135.5734036,148.3439653,94.06075835,30,138.8210883,151.7186754,94.75492723,10,44.68454643,49.81702319,34.10315487,9,41.02122336,48.40732021,39.87111686,12,54.77902109,62.50194992,46.44351683
proB,PA14 ref,complement(5385945..5387063),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385737,32,87.74415741,101.1685517,143.2175951,39,102.6714633,117.2077275,168.0331053,65,141.5868878,157.1704276,225.5555485,53,118.5313813,130.2759345,193.4295322,33,73.31615438,81.47977231,120.2683315,105,204.5191175,221.4327346,352.5970984,92,174.7478974,189.7930666,265.9340939,77,144.2572694,158.4200815,239.912475,64,120.1866098,131.507787,200.6629512,80,153.8321264,168.1243588,252.679806,21,38.99415513,43.4730323,71.61662523,17,32.19866653,37.99621351,75.31210963,19,36.04205029,41.12337858,73.53556832
obgE,PA14 ref,complement(5387134..5388354),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383995,60,150.776585,173.844609,268.5329909,74,178.5382555,203.8157686,318.8320459,84,167.6885417,186.1449192,291.4871704,88,180.3659571,198.237322,321.1660158,111,226.0076495,251.1731824,404.5389333,88,157.0875281,170.0785792,295.5099491,114,198.4464826,215.5320152,329.5270294,100,171.6964852,188.5532097,311.5746429,117,201.3614804,220.3290591,366.8369576,118,207.947396,227.2673688,372.7027138,46,78.28029878,87.271591,156.8745124,37,64.22514768,75.78923871,163.9145915,44,76.49322764,87.27749764,170.2928951
rpmA,PA14 ref,complement(5388497..5388754),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385738,217,2580.704885,2975.539152,971.1943171,167,1906.83009,2176.799807,719.5263739,254,2399.682456,2663.799759,881.401682,262,2541.377309,2793.186918,956.1988197,340,3276.234918,3641.037605,1239.128264,528,4460.555159,4829.440585,1773.059695,377,3105.816998,3373.216737,1089.751667,540,4387.843431,4818.630748,1682.503072,593,4829.933874,5284.897509,1859.267657,557,4645.394828,5076.989086,1759.283149,313,2520.779965,2810.317303,1067.428747,248,2037.281429,2404.105154,1098.670776,446,3669.451287,4186.78275,1726.150709
rplU,PA14 ref,complement(5388778..5389089),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385739,145,1425.974385,1644.140962,648.954728,106,1000.844259,1142.544164,456.705363,158,1234.361191,1370.219228,548.2734872,186,1491.921294,1639.746695,678.8281697,183,1458.183969,1620.550052,666.9425657,309,2158.631862,2337.149514,1037.642889,282,1921.094517,2086.493886,815.1458095,295,1982.186393,2176.792416,919.1451966,347,2337.120357,2557.269287,1087.969438,309,2131.037187,2329.027551,975.9757505,155,1032.255988,1150.821137,528.5989005,137,930.6470918,1098.215219,606.9270011,183,1245.037607,1420.567155,708.2636317
ispB,PA14 ref,5389330..5390298,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385740,31,98.16038043,113.1784021,138.7420453,28,85.12350263,97.17531999,120.6391525,30,75.46355204,83.76933009,104.1025609,33,85.2271028,93.67173769,120.4372559,30,76.96854935,85.53885469,109.3348468,53,119.213871,129.0727917,177.977583,61,133.8012825,145.3210945,176.3258666,76,164.424634,180.5674267,236.7967286,89,193.0067186,211.1873067,279.0469165,81,179.8657135,196.5766739,255.8383035,52,111.5038527,124.3112096,177.3364053,48,104.9872383,123.8907679,212.6459566,63,138.0075183,157.4642779,243.8284634
PA14_60480,PA14 ref,5390436..5390660,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385741,2,27.27380893,31.44655817,8.951099697,1,13.09280541,14.94648969,4.308541161,5,54.16606068,60.1277636,17.35042681,8,88.98053884,97.79707886,29.19691053,7,77.34484004,85.95704465,25.51146426,27,261.5507343,283.1808343,90.66782529,35,330.6280871,359.0939833,101.1705792,18,167.7131267,184.1787753,56.08343573,48,448.2960547,490.5240453,150.4972134,28,267.7704547,292.6484673,88.43793208,37,341.6878317,380.9341707,126.181673,93,876.0310143,1033.765216,412.0015409,78,735.8648499,839.6095273,301.8828594
PA14_60490,PA14 ref,5391003..5393030,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385742,29,43.87613492,50.58895267,129.7909456,35,50.84114525,58.03925362,150.7989406,41,49.27829485,54.70203345,142.2734998,37,45.65846806,50.18248777,135.0357112,38,46.58343071,51.77040939,138.490806,68,73.08288105,79.1267946,228.348597,69,72.31616022,78.54232306,199.4505704,74,76.49637189,84.00659128,230.5652358,58,60.09886089,65.75997279,181.8507995,77,81.6977164,89.28808635,243.2043132,38,38.93372462,43.40566074,129.5919885,52,54.34435573,64.12935583,230.366453,57,59.66132289,68.0725749,220.606705
fklB,PA14 ref,complement(5393100..5393717),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385704,15,74.47338603,85.86742218,67.13324772,25,119.1699521,136.0420785,107.713529,50,197.2065316,218.9117607,173.5042681,65,263.2160964,289.2965773,237.224898,82,329.8687699,366.5990462,298.8485813,23,81.11740681,87.82577116,77.23555488,44,151.3276959,164.3564695,127.185871,34,115.3366972,126.660161,105.9353786,34,115.6103296,126.5004365,106.6021928,35,121.861554,133.1834651,110.5474151,22,73.96810841,82.4641015,75.02694071,15,51.44247265,60.70497275,66.45186143,18,61.82583691,70.5422493,69.66527525
PA14_60520,PA14 ref,complement(5393802..5394107),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385705,11,110.298492,127.1735808,49.23104833,20,192.541256,219.801319,86.17082322,37,294.7270949,327.1657725,128.3931584,31,253.5291088,278.6497651,113.1380283,50,406.2228993,451.4550664,182.2247447,14,99.71977887,107.966549,47.01294645,16,111.1354915,120.7038599,46.24940763,16,109.6164227,120.3782845,49.85194287,26,178.5492865,195.3680328,81.51932391,18,126.5721687,138.3317335,56.85295634,20,135.8059744,151.4046783,68.20630974,15,103.8936212,122.6002391,66.45186143,19,131.800831,150.3825511,73.53556832
PA14_60530,PA14 ref,complement(5394364..5394852),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4385706,12,75.29579152,86.81565138,53.70659818,9,54.21867269,61.89497266,38.77687045,11,54.83067493,60.86552757,38.17093898,22,112.5904057,123.7463038,80.29150394,26,132.184433,146.9029247,94.75686726,23,102.5164773,110.9945329,77.23555488,26,113.0104767,122.7402747,75.1552874,26,111.4657795,122.4092065,81.00940716,27,116.0275448,126.9569519,84.65468252,21,92.40544834,100.990652,66.32844906,21,89.2320237,99.48123343,71.61662523,26,112.6895229,132.9798912,115.1832265,28,121.5444537,138.6801956,108.3682059
